lspe_id,nama_daerah,date,buyer_name,tender_title,mainprocurementcategory,tender_minvalue,tender_status,award_title,award_date,award_value,award_supplier,days_to_award,budget_utilization_ratio
33,Bali,2021-06-28,Pemerintah Daerah Provinsi Bali,Belanja Pac Spam Penet Tahap Ii,Goods,1529447920.0,Complete,Belanja Pac Spam Penet Tahap Ii,2021-06-28,1491336000.0,Pt. Glagah Indo Perkasa,52,0.9750812567713976
33,Bali,2021-06-28,Pemerintah Daerah Provinsi Bali,Pengawasan Pembangunan Infrastruktur Pelindungan Kawasan Suci Besakih,Services,4994167200.0,Complete,Pengawasan Pembangunan Infrastruktur Pelindungan Kawasan Suci Besakih,2021-06-28,4655370500.0,Pt. Yodya Karya (Persero) Cabang Surabaya,52,0.9321615223455074
33,Bali,2021-06-28,Pemerintah Daerah Provinsi Bali,Pembangunan Pengadilan Tinggi Denpasar,Works,6249713196.09,Complete,Pembangunan Pengadilan Tinggi Denpasar,2021-06-28,4781039107.42,Pt.Adi Murti,41,0.7650013620482865
33,Bali,2021-06-29,Pemerintah Daerah Provinsi Bali,"Pembangunan Bale Banjar Desa Pakraman Sidembunut, Kel. Cempaga,Kec. Bangli, Kab. Bangli",Works,1746925640.34,Complete,"Pembangunan Bale Banjar Desa Pakraman Sidembunut, Kel. Cempaga,Kec. Bangli, Kab. Bangli",2021-06-29,1151504633.74,Cv. Langkah Wong Mas,49,0.6591606460798671
33,Bali,2021-06-29,Pemerintah Daerah Provinsi Bali,Pembangunan Spam Burana Titab,Works,11874996962.07,Complete,Pembangunan Spam Burana Titab,2021-06-29,8126567817.19,Pt. Nuryta Sari Pratama,50,0.6843427280989729
33,Bali,2021-06-29,Pemerintah Daerah Provinsi Bali,Belanja Penambah Daya Tahan Tubuh,Goods,2077150446.0,Complete,Belanja Penambah Daya Tahan Tubuh,2021-06-29,1598804460.0,Cv. Lestarindo,27,0.769710476715272
33,Bali,2021-06-30,Pemerintah Daerah Provinsi Bali,Pembangunan Infrastruktur Pelindungan Kawasan Suci Besakih,Works,223840342214.3,Complete,Pembangunan Infrastruktur Pelindungan Kawasan Suci Besakih,2021-06-30,201559000000.0,Pt. Waskita Karya (Persero) Tbk,50,0.900458773454839
33,Bali,2021-06-30,Pemerintah Daerah Provinsi Bali,Perencanaan Leger Jalan Pada Ruas Jalan Provinsi,Services,503538750.0,Complete,Perencanaan Leger Jalan Pada Ruas Jalan Provinsi,2021-06-30,372237800.0,Cv. Gumi Artha Karya,44,0.739243603396958
33,Bali,2021-06-30,Pemerintah Daerah Provinsi Bali,Biaya Pengawasan Smkn 6 Denpasar,Services,249159570.0,Complete,Biaya Pengawasan Smkn 6 Denpasar,2021-06-30,242656700.0,Cv. Manar Jaya,44,0.9739007817359776
33,Bali,2021-07-01,Pemerintah Daerah Provinsi Bali,Pengembangan Masterplan Dan Basic Design Pembangunan Kawasan Pusat Kebudayaan Bali Di Kabupaten Klungkung,Services,9899633480.0,Complete,Pengembangan Masterplan Dan Basic Design Pembangunan Kawasan Pusat Kebudayaan Bali Di Kabupaten Klungkung,2021-07-01,9236375500.0,Pt. Virama Karya,55,0.9330017640208637
33,Bali,2021-07-01,Pemerintah Daerah Provinsi Bali,Rehabilitasi Jaringan Irigasi D.I. Tiyingtali Di Kabupaten Buleleng (Dak),Works,10654527841.64,Complete,Rehabilitasi Jaringan Irigasi D.I. Tiyingtali Di Kabupaten Buleleng (Dak),2021-07-01,6478736794.55,Pt. Gunung Makmur,64,0.6080735712407468
33,Bali,2021-07-01,Pemerintah Daerah Provinsi Bali,Belanja Pemeliharaan Gedung Dan Bangunan,Works,2664787198.98,Complete,Belanja Pemeliharaan Gedung Dan Bangunan,2021-07-01,1674116802.54,Pt. Arya Dharma Jaya,38,0.6282365823360309
33,Bali,2021-07-01,Pemerintah Daerah Provinsi Bali,Belanja Persediaan Untuk Dijual/Diserahkan-Persediaan Untuk Dijual/Diserahkankepada Masyarakat,Goods,329120000.0,Complete,Belanja Persediaan Untuk Dijual/Diserahkan-Persediaan Untuk Dijual/Diserahkankepada Masyarakat,2021-07-01,236346000.0,Mitra Nusantara,27,0.7181149732620321
33,Bali,2021-07-02,Pemerintah Daerah Provinsi Bali,Belanja Jasa Konsultansi Pengawasan Pembangunan Unit Sekolah Baru Sman 10 Denpasar,Services,199790470.0,Complete,Belanja Jasa Konsultansi Pengawasan Pembangunan Unit Sekolah Baru Sman 10 Denpasar,2021-07-02,197040470.0,Pt. Kencana Adhi Karma,45,0.986235579705078
33,Bali,2021-07-02,Pemerintah Daerah Provinsi Bali,Belanja Modal Alat Laboratorium Bahan Bangunan Konstruksi,Goods,965580000.0,Complete,Belanja Modal Alat Laboratorium Bahan Bangunan Konstruksi,2021-07-02,935759000.0,Pt Asia Carbon Indonesia,29,0.9691159717475508
